編號,韓文,羅馬拼音,中文,英文,漢語拼音,IPA音標,類別,詞性
5678,재건설,jaegeonseol,再建設,Rebuild,zàijiànshè,ʨɛ.ɡʌn.sʌl.,Hanja,名詞
5679,재검토,jaegeomto,再檢討,Review again,zàijiǎntǎo,ʨɛ.ɡʌm.tʰo.,Hanja,名詞
5680,재교부,jaegyobu,再交付,redelivery,zàijiāofù,ʨɛ.ɡjo.bu.,Hanja,名詞
5681,재군비,jaegunbi,再軍備,Rearmament,zàijūnbèi,ʨɛ.ɡum.bi.,Hanja,名詞
5682,재고,jaego,再考,Take the test again,zàikǎo,ʨɛ.ɡo.,Hanja,名詞
5683,재고,jaego,在庫,In library,zàikù,ʨɛ.ɡo.,Hanja,名詞
5684,재난,jaenan,災難,Disaster,zāinàn,ʨɛ.nan.,Hanja,名詞
5685,재배,jaebae,栽培,cultivation,zāipéi,ʨɛ.bɛ.,Hanja,名詞
5686,재평가,jaepyeongga,再評價,Re-evaluate,zàipíngjià,ʨɛ.pʰjʌŋ.ɡa.,Hanja,名詞
5687,재확인,jaehwakin,再確認,Confirm again,zàiquèrèn,ʨɛ.ɦu̯aɡ.in.,Hanja,名詞
5688,재심,jaesim,再審,Retrial,zàishěn,ʨɛ.ɕʰim.,Hanja,名詞
5689,재생,jaesaeng,再生,"revival,restoration to life",zàishēng,ʨɛ.sʰɛŋ.,Hanja,名詞
5690,재생산,jaesaengsan,再生産,reproduction,zàishēngchǎn,ʨɛ.sʰɛŋ.san.,Hanja,名詞
5691,재투자,jaetuja,再投資,reinvest,zàitóuzī,ʨɛ.tʰu.ʥa.,Hanja,名詞
5692,재무장,jaemujang,再武裝,rearm,zàiwǔzhuāng,ʨɛ.mu.ʥaŋ.,Hanja,名詞
5693,재현,jaehyeon,再現,Reappear,zàixiàn,ʨɛ.hjʌn.,Hanja,名詞
5694,재학,jaehak,在學,"To be in school, be attending school",zàixué,ʨɛ.ɦak̚.,Hanja,名詞
5695,재음미,jaeeummi,再吟味,Taste again,zàiyínwèi,ʨɛ.ɯm.mi.,Hanja,名詞
5696,재작년,jaejaknyeon,再昨年,The year before last,zàizuónián,ʨɛ.ʥaŋ.njʌn.,Hanja,名詞
5697,찬성,chanseong,贊成,"approval,assent",zànchéng,ʨʰan.sʌŋ.,Hanja,名詞
5698,찬성자,chanseongja,贊成者,Those in favor,zànchéngzhě,ʨʰan.sʌŋ.ʥa.,Hanja,名詞
5699,찬가,changa,讚歌,Hymn,zàngē,ʨʰaŋ.ɡa.,Hanja,名詞
5700,장례,jangrye,葬禮,A funeral,zànglǐ,ʨaŋ.nje.,Hanja,名詞
5701,장례식,jangryesik,葬禮式,A funeral,zànglǐshì,ʨaŋ.nje.ɕʰik̚.,Hanja,名詞
5702,찬미,chanmi,讚美,praise,zànměi,ʨʰam.mi.,Hanja,名詞
5703,잠시,jamsi,暫時,For a little while,zànshí,ʨam.ɕʰi.,Hanja,副詞
5704,조폐,jopye,造幣,coinage,zàobì,ʨo.pʰje.,Hanja,名詞
5705,조선,joseon,造船,Name for ancient korea culture,zàochuán,ʨo.sʰʌn.,Hanja,專有名詞
5706,조화,johwa,造花,Make flowers,zàohuā,ʨo.ɦu̯a.,Hanja,名詞
5707,조기,jogi,早期,"An early stage,period",zǎoqí,ʨo.ɡi.,Hanja,名詞
5708,조식,josik,早食,breakfast,zǎoshí,ʨo.ɕʰik̚.,Hanja,名詞
5709,조만간,jomangan,早晚間,Morning and evening,zǎowǎnjiān,ʨo.maŋ.ɡan.,Hanja,名詞
5710,착암기,chakamgi,鑿岩機,rock drill,záoyánjī,ʨʰaɡ.am.ɡi.,Hanja,名詞
5711,조원,jowon,造園,gardening,zàoyuán,ʨo.u̯ʌn.,Hanja,名詞
5712,잡음,japeum,雜音,Noise,záyīn,ʨab.ɯm.,Hanja,名詞
5713,잡지,japji,雜誌,A magazine,zázhì,ʨap̚.ʨ͈i.,Hanja,名詞
5714,잡종,japjong,雜種,hybrid,zázhǒng,ʨap̚.ʨ͈oŋ.,Hanja,名詞
5715,증정,jeungjeong,贈呈,gift,zèngchéng,ʨɯŋ.ʥʌŋ.,Hanja,名詞
5716,증오,jeungo,憎惡,hate,zēngè,ʨɯŋ.o.,Hanja,名詞
5717,증가,jeungga,增加,"An increase,augmentation",zēngjiā,ʨɯŋ.ɡa.,Hanja,名詞
5718,증수회,jeungsuhoe,贈收賄,Giving and accepting bribes,zèngshōuhuì,ʨɯŋ.su.ɦu̯e.,Hanja,名詞
5719,책임,chaekim,責任,Responsibility,zérèn,ʨʰɛɡ.im.,Hanja,名詞
5720,책임감,chaekimgam,責任感,Feeling of responsibility,zérèngǎn,ʨʰɛɡ.im.ɡam.,Hanja,名詞
5721,책임자,chaekimja,責任者,Person responsible,zérènzhě,ʨʰɛɡ.im.ʥa.,Hanja,名詞
5722,재계,jaegye,齋戒,fast,zhāijiè,ʨɛ.ɡje.,Hanja,名詞
5723,택배,taekbae,宅配,Home delivery,zháipèi,tʰɛk̚.p͈ɛ.,Hanja,名詞
5724,채권자,chaegwonja,債權者,creditors,zhàiquánzhě,ʨʰɛ.ɡu̯ʌn.ʥa.,Hanja,名詞
5725,적요,jeokyo,摘要,Summary,zhāiyào,ʨʌɡ.jo.,Hanja,名詞
5726,전위,jeonwi,戰場,battlefield,zhànchǎng,ʨʌn.ɥi.,Hanja,名詞
5727,전투,jeontu,戰鬪,Zhan Da,zhàndòu,ʨʌn.tʰu.,Hanja,名詞
5728,장애인,jangaein,障礙人,A handicapped person,zhàngàirén,ʨaŋ.ɛ.in.,Hanja,名詞
5729,장본인,jangbonin,帳本人,accountant,zhàngběnrén,ʨaŋ.bon.in.,Hanja,名詞
5730,장벽,jangbyeok,障壁,barrier,zhàngbì,ʨaŋ.bjʌk̚.,Hanja,名詞
5731,장력,jangryeok,張力,Tension,zhānglì,ʨaŋ.njʌk̚.,Hanja,名詞
5732,장모,jangmo,丈母,A man’s mother in law,zhàngmǔ,ʨaŋ.mo.,Hanja,名詞
5733,장뇌,jangnoe,樟腦,Camphor,zhāngnǎo,ʨaŋ.nu̯e.,Hanja,名詞
5734,장인,jangin,丈人,"A man’s father in law, the wife\'s father",zhàngrén,ʨaŋ.in.,Hanja,名詞
5735,장문,jangmun,掌紋,palm prints,zhǎngwén,ʨaŋ.mun.,Hanja,名詞
5736,장갑,janggap,掌匣,A pair of gloves,zhǎngxiá,ʨaŋ.ɡap̚.,Hanja,名詞
5737,전함,jeonham,戰艦,battleship,zhànjiàn,ʨʌn.ham.,Hanja,名詞
5738,전개,jeongae,展開,"unfolding,development,expansion",zhǎnkāi,ʨʌŋ.ɡɛ.,Hanja,名詞
5739,점령,jeomryeong,占領,Occupy,zhànlǐng,ʨʌm.njʌŋ.,Hanja,名詞
5740,전리품,jeonripum,戰利品,loot,zhànlìpǐn,ʨʌl.li.pʰum.,Hanja,名詞
5741,전략,jeonryak,戰略,strategy,zhànluè,ʨʌl.ljak̚.,Hanja,名詞
5742,잔교,jangyo,棧橋,trestle,zhànqiáo,ʨaŋ.ɡjo.,Hanja,名詞
5743,전사,jeonsa,戰士,warrior,zhànshì,ʨʌn.sa.,Hanja,名詞
5744,전시,jeonsi,展示,"exhibition,display",zhǎnshì,ʨʌn.ɕʰi.,Hanja,名詞
5745,전시장,jeonsijang,展示場,An exhibition hall,zhǎnshìchǎng,ʨʌn.ɕʰi.ʥaŋ.,Hanja,名詞
5746,전시회,jeonsihoe,展示會,"An exhibition, show, display",zhǎnshìhuì,ʨʌn.ɕʰi.ɦu̯e.,Hanja,名詞
5747,전술,jeonsul,戰術,tactics,zhànshù,ʨʌn.sul.,Hanja,名詞
5748,전망,jeonmang,展望,"A view, prospect",zhǎnwàng,ʨʌm.maŋ.,Hanja,名詞
5749,전선,jeonseon,戰線,The battle line,zhànxiàn,ʨʌn.sʌn.,Hanja,名詞
5750,전성,jeonseong,展性,malleability,zhǎnxìng,ʨʌn.sʌŋ.,Hanja,名詞
5751,점성술,jeomseongsul,占星術,astrology,zhànxīngshù,ʨʌm.sʌŋ.sul.,Hanja,名詞
5752,전운,jeonun,戰雲,Zhan Yun,zhànyún,ʨʌn.un.,Hanja,名詞
5753,전쟁,jeonjaeng,戰爭,War,zhànzhēng,ʨʌn.ʥɛŋ.,Hanja,名詞
5754,조사,josa,照查,"investigation,inquiry",zhàochá,ʨo.sʰa.,Hanja,名詞
5755,초대,chodae,招待,An invitation,zhāodài,ʨʰo.dɛ.,Hanja,名詞
5756,조도,jodo,照度,illumination,zhàodù,ʨo.do.,Hanja,名詞
5757,소환,sohwan,召還,recall,zhāohái,sʰo.ɦu̯an.,Hanja,名詞
5758,소환,sohwan,召喚,Summon,zhāohuàn,sʰo.ɦu̯an.,Hanja,名詞
5759,조회,johoe,照會,Note,zhàohuì,ʨo.ɦu̯e.,Hanja,名詞
5760,조명,jomyeong,照明,"lighting,illumination",zhàomíng,ʨo.mjʌŋ.,Hanja,名詞
5761,초빙,chobing,招聘,Recruitment,zhāopìn,ʨʰo.biŋ.,Hanja,名詞
5762,초청,chocheong,招請,An invitation,zhāoqǐng,ʨʰo.ʨʰʌŋ.,Hanja,名詞
5763,초청장,chocheongjang,招請狀,An invitation (card),zhāoqǐngzhuàng,ʨʰo.ʨʰʌŋ.ʥaŋ.,Hanja,名詞
5764,소택,sotaek,沼澤,swamp,zhǎozé,sʰo.tʰɛk̚.,Hanja,名詞
5765,사기,sagi,詐欺,"morale,fighting spirit",zhàqī,sʰa.ɡi.,Hanja,名詞
5766,착취,chakchwi,搾取,extract,zhàqǔ,ʨʰak̚.ʨʰɥi.,Hanja,名詞
5767,사취,sachwi,詐取,defraud,zhàqǔ,sʰa.ʨʰɥi.,Hanja,名詞
5768,저술,jeosul,著述,Writings,zhe·shù,ʨʌ.sʰul.,Hanja,名詞
5769,착석,chakseok,着席,Seating,zhe·xí,ʨʰak̚.s͈ʌk̚.,Hanja,名詞
5770,착용,chakyong,着用,For use,zhe·yòng,ʨʰaɡ.joŋ.,Hanja,名詞
5771,저자,jeoja,著者,"A writer,author",zhe·zhě,ʨʌ.ʥa.,Hanja,名詞
5772,절반,jeolban,折半,Half,zhébàn,ʨʌl.p͈an.,Hanja,名詞
5773,차단,chadan,遮斷,block,zhēduàn,ʨʰa.dan.,Hanja,名詞
5774,저번,jeobeon,這番,"Last time, the other day",zhèfān,ʨʌ.bʌn.,Hanja,名詞
5775,철리,cheolri,哲理,philosophy,zhélǐ,ʨʰʌl.li.,Hanja,名詞
5776,정조,jeongjo,貞操,chastity,zhēncāo,ʨʌŋ.ʥo.,Hanja,名詞
5777,진찰,jinchal,診察,"A medical diagnosis, investigation",zhěnchá,ʨin.ʨʰal.,Hanja,名詞
5778,정찰,jeongchal,偵察,reconnaissance,zhēnchá,ʨʌŋ.ʨʰal.,Hanja,名詞
5779,진지,jinji,陣地,position,zhènde·,ʨin.ʥi.,Hanja,名詞
5780,진동,jindong,振動,"vibration,shake",zhèndòng,ʨin.doŋ.,Hanja,名詞
5781,진동,jindong,震動,"vibration,shake",zhèndòng,ʨin.doŋ.,Hanja,名詞
5782,진단,jindan,診斷,Diagnosis,zhěnduàn,ʨin.dan.,Hanja,名詞
5783,정비,jeongbi,整備,maintaining equipment in good working order,zhěngbèi,ʨʌŋ.bi.,Hanja,名詞
5784,정비례,jeongbirye,正比例,Proportional,zhèngbǐlì,ʨʌŋ.bi.ɾje.,Hanja,名詞
5785,정책,jeongchaek,政策,policy,zhèngcè,ʨʌŋ.ʨʰɛk̚.,Hanja,名詞
5786,정상,jeongsang,正常,"The top, summit",zhèngcháng,ʨʌŋ.saŋ.,Hanja,名詞
5787,정상화,jeongsanghwa,正常化,normalize,zhèngchánghuà,ʨʌŋ.saŋ.hu̯a.,Hanja,名詞
5788,정답,jeongdap,正答,The right answer,zhèngdá,ʨʌŋ.dap̚.,Hanja,名詞
5789,정당,jeongdang,政黨,A political party,zhèngdǎng,ʨʌŋ.daŋ.,Hanja,名詞
5790,정당,jeongdang,正當,A political party,zhèngdāng,ʨʌŋ.daŋ.,Hanja,名詞
5791,징발,jingbal,徵發,levy,zhēngfā,ʨiŋ.bal.,Hanja,名詞
5792,정반대,jeongbandae,正反對,"Direct opposition, the exact reverse",zhèngfǎnduì,ʨʌŋ.ban.dɛ.,Hanja,名詞
5793,정범자,jeongbeomja,正犯者,principal offender,zhèngfànzhě,ʨʌŋ.bʌm.ʥa.,Hanja,名詞
5794,정부,jeongbu,政府,Government,zhèngfǔ,ʨʌŋ.bu.,Hanja,名詞
5795,정복,jeongbok,征服,conquer,zhēngfú,ʨʌŋ.bok̚.,Hanja,名詞
5796,증후,jeunghu,症候,symptoms,zhènghòu,ʨɯŋ.hu.,Hanja,名詞
5797,징후,jinghu,徵候,symptoms,zhēnghòu,ʨiŋ.hu.,Hanja,名詞
5798,증후군,jeunghugun,症候群,Syndrome,zhènghòuqún,ʨɯŋ.hu.ɡun.,Hanja,名詞
5799,정화,jeonghwa,正貨,Genuine goods,zhènghuò,ʨʌŋ.hu̯a.,Hanja,名詞
5800,증거,jeunggeo,證據,"evidence,proof",zhèngjù,ʨɯŋ.ɡʌ.,Hanja,名詞
5801,정각,jeonggak,正刻,Formal engraving,zhèngkè,ʨʌŋ.ɡak̚.,Hanja,名詞
5802,정리,jeongri,整理,"arrangment,regulation,adjustment",zhěnglǐ,ʨʌŋ.ni.,Hanja,名詞
5803,정류,jeongryu,整流,rectifier,zhěngliú,ʨʌŋ.nju.,Hanja,名詞
5804,정략,jeongryak,政略,political strategy,zhèngluè,ʨʌŋ.njak̚.,Hanja,名詞
5805,정문,jeongmun,正門,"The front gate,main entrance",zhèngmén,ʨʌŋ.mun.,Hanja,名詞
5806,정면,jeongmyeon,正面,"The front, the facade",zhèngmiàn,ʨʌŋ.mjʌn.,Hanja,名詞
5807,증명,jeungmyeong,證明,prove,zhèngmíng,ʨɯŋ.mjʌŋ.,Hanja,名詞
5808,징모,jingmo,徵募,Recruit,zhēngmù,ʨiŋ.mo.,Hanja,名詞
5809,증권,jeunggwon,證券,"securities, document,deed",zhèngquàn,ʨɯŋ.ɡu̯ʌn.,Hanja,名詞
5810,증권사,jeunggwonsa,證券社,Securities corporation,zhèngquànshè,ʨɯŋ.ɡu̯ʌn.sa.,Hanja,名詞
5811,정확,jeonghwak,正確,Correct,zhèngquè,ʨʌŋ.hu̯ak̚.,Hanja,名詞
5812,정식,jeongsik,正式,"Formality, due form",zhèngshì,ʨʌŋ.ɕʰik̚.,Hanja,名詞
5813,증세,jeungse,症勢,"Symptoms, a patient’s condition",zhèngshì,ʨɯŋ.se.,Hanja,名詞
5814,증서,jeungseo,證書,Certificate,zhèngshū,ʨɯŋ.sʌ.,Hanja,名詞
5815,정체,jeongche,政體,Government,zhèngtǐ,ʨʌŋ.ʨʰe.,Hanja,名詞
5816,정오,jeongo,正午,Noon,zhèngwǔ,ʨʌŋ.o.,Hanja,名詞
5817,증언,jeungeon,證言,testimony,zhèngyán,ʨɯŋ.ʌn.,Hanja,名詞
5818,정의,jeongui,正義,justice,zhèngyì,ʨʌŋ.e.,Hanja,名詞
5819,정직,jeongjik,正直,integrity,zhèngzhí,ʨʌŋ.ʥik̚.,Hanja,名詞
5820,정치,jeongchi,政治,Politics,zhèngzhì,ʨʌŋ.ʨʰi.,Hanja,名詞
5821,정치적,jeongchijeok,政治的,Political,zhèngzhìde·,ʨʌŋ.ʨʰi.ʥʌk̚.,Hanja,名詞
5822,정치가,jeongchiga,政治家,politician,zhèngzhìjiā,ʨʌŋ.ʨʰi.ɡa.,Hanja,名詞
5823,정치권,jeongchigwon,政治權,Political rights,zhèngzhìquán,ʨʌŋ.ʨʰi.ɡu̯ʌn.,Hanja,名詞
5824,정치인,jeongchiin,政治人,Politician,zhèngzhìrén,ʨʌŋ.ʨʰi.in.,Hanja,名詞
5825,정치학,jeongchihak,政治學,Political science,zhèngzhìxué,ʨʌŋ.ʨʰi.ɦak̚.,Hanja,名詞
5826,증상,jeungsang,症狀,Symptoms,zhèngzhuàng,ʨɯŋ.saŋ.,Hanja,名詞
5827,정장,jeongjang,正裝,"Full dress, uniform",zhèngzhuāng,ʨʌŋ.ʥaŋ.,Hanja,名詞
5828,진정,jinjeong,鎮靜,calm,zhènjìng,ʨin.ʥʌŋ.,Hanja,名詞
5829,진공,jingong,真空,vacuum,zhēnkōng,ʨiŋ.ɡoŋ.,Hanja,名詞
5830,진리,jinri,真理,"A truth, a fact",zhēnlǐ,ʨil.li.,Hanja,名詞
5831,진료,jinryo,診療,Medical examination and treatment,zhěnliáo,ʨil.ljo.,Hanja,名詞
5832,침로,chimro,針路,needle path,zhēnlù,ʨʰim.no.,Hanja,名詞
5833,진용,jinyong,陣容,Lineup,zhènróng,ʨin.joŋ.,Hanja,名詞
5834,진실,jinsil,真實,"Truth, sincerity",zhēnshí,ʨin.ɕʰil.,Hanja,名詞
5835,진실성,jinsilseong,真實性,authenticity,zhēnshíxìng,ʨin.ɕʰil.s͈ʌŋ.,Hanja,名詞
5836,침술,chimsul,鍼術,Acupuncture,zhēnshù,ʨʰim.sul.,Hanja,名詞
5837,정숙,jeongsuk,貞淑,Zhenshu,zhēnshū,ʨʌŋ.suk̚.,Hanja,名詞
5838,진수,jinsu,真髓,Essence,zhēnsuí,ʨin.su.,Hanja,名詞
5839,진통,jintong,陣痛,"Labor pains, travail",zhèntòng,ʨin.tʰoŋ.,Hanja,名詞
5840,진심,jinsim,真心,"The whole heart, sincerity",zhēnxīn,ʨin.ɕʰim.,Hanja,名詞
5841,진압,jinap,鎮壓,repress,zhènyā,ʨin.ap̚.,Hanja,名詞
5842,진언,jineon,真言,Mantra,zhēnyán,ʨin.ʌn.,Hanja,名詞
5843,진앙,jinang,震央,epicenter,zhènyāng,ʨin.aŋ.,Hanja,名詞
5844,진지,jinji,真摯,sincere,zhēnzhì,ʨin.ʥi.,Hanja,名詞
5845,짐작,jimjak,斟酌,"guess,conjecture",zhēnzhuó,ʨim.ʥak̚.,Hanja,名詞
5846,철인,cheolin,哲人,philosopher,zhérén,ʨʰʌɾ.in.,Hanja,名詞
5847,자당,jadang,蔗糖,sucrose,zhètáng,ʨa.daŋ.,Hanja,名詞
5848,철학,cheolhak,哲學,Philosophy,zhéxué,ʨʰʌɾ.ɦak̚.,Hanja,名詞
5849,철학적,cheolhakjeok,哲學的,Philosophical,zhéxuéde·,ʨʰʌɾ.ɦak̚.ʨ͈ʌk̚.,Hanja,名詞
5850,철학자,cheolhakja,哲學者,Philosopher,zhéxuézhě,ʨʰʌɾ.ɦak̚.ʨ͈a.,Hanja,名詞
5851,절충,jeolchung,折衷,compromise,zhézhōng,ʨʌl.ʨʰuŋ.,Hanja,名詞
5852,지폐,jipye,紙幣,Paper money,zhǐbì,ʨi.pʰje.,Hanja,名詞
5853,지표,jipyo,指標,indicator,zhǐbiāo,ʨi.pʰjo.,Hanja,名詞
5854,제재,jejae,制裁,sanctions,zhìcái,ʨe.ʥɛ.,Hanja,名詞
5855,직장,jikjang,直腸,one's work place,zhícháng,ʨik̚.ʨ͈aŋ.,Hanja,名詞
5856,직장,jikjang,職場,one's work place,zhíchǎng,ʨik̚.ʨ͈aŋ.,Hanja,名詞
5857,직장인,jikjangin,職場人,A worker,zhíchǎngrén,ʨik̚.ʨ͈aŋ.in.,Hanja,名詞
5858,지지,jiji,支持,"support,backing",zhīchí,ʨi.ʥi.,Hanja,名詞
5859,지출,jichul,支出,"Expenses, expenditure",zhīchū,ʨi.ʨʰul.,Hanja,名詞
5860,지도,jido,指導,"Map, atlas",zhǐdǎo,ʨi.do.,Hanja,名詞
5861,지도자,jidoja,指導者,Leader,zhǐdǎozhě,ʨi.do.ʥa.,Hanja,名詞
5862,질적,jiljeok,質的,Qualitative,zhíde·,ʨil.ʨ͈ʌk̚.,Hanja,名詞
5863,지적,jijeok,知的,"Pointing out, indication",zhīde·,ʨi.ʥʌk̚.,Hanja,名詞
5864,지점,jijeom,支店,"A spot, point",zhīdiàn,ʨi.ʥʌm.,Hanja,名詞
5865,제정,jejeong,制定,formulate,zhìdìng,ʨe.ʥʌŋ.,Hanja,名詞
5866,지정,jijeong,指定,Specify,zhǐdìng,ʨi.ʥʌŋ.,Hanja,名詞
5867,제도,jedo,制度,system,zhìdù,ʨe.do.,Hanja,名詞
5868,제도적,jedojeok,制度的,Systematic,zhìdùde·,ʨe.do.ʥʌk̚.,Hanja,名詞
5869,지방,jibang,脂肪,"A locality, district",zhīfáng,ʨi.baŋ.,Hanja,名詞
5870,지복,jibok,至福,Blessed,zhìfú,ʨi.bok̚.,Hanja,名詞
5871,지불,jibul,支拂,support whisk,zhīfú,ʨi.bul.,Hanja,名詞
5872,지고,jigo,至高,supreme,zhìgāo,ʨi.ɡo.,Hanja,名詞
5873,지급,jigeup,支給,"supply,pay",zhīgěi,ʨi.ɡɯp̚.,Hanja,名詞
5874,제과점,jegwajeom,製菓店,Confectionary store,zhìguǒdiàn,ʨe.ɡu̯a.ʥʌm.,Hanja,名詞
5875,직항,jikhang,直航,direct flight,zhíháng,ʨi.kʰaŋ.,Hanja,名詞
5876,치핵,chihaek,痔核,Hemorrhoids,zhìhé,ʨʰi.ɦɛk̚.,Hanja,名詞
5877,직후,jikhu,直後,Immediately after,zhíhòu,ʨi.kʰu.,Hanja,名詞
5878,지혜,jihye,智慧,"Wisdom, wits",zhìhuì,ʨi.hje.,Hanja,名詞
5879,지휘,jihwi,指揮,command,zhǐhuī,ʨi.ɦɥi.,Hanja,名詞
5880,지휘자,jihwija,指揮者,commander,zhǐhuīzhě,ʨi.ɦɥi.ʥa.,Hanja,名詞
5881,치질,chijil,痔疾,Hemorrhoids,zhìjí,ʨʰi.ʥil.,Hanja,名詞
5882,지극,jigeuk,至極,extreme,zhìjí,ʨi.ɡɯk̚.,Hanja,名詞
5883,직기,jikgi,織機,loom,zhījī,ʨik̚.k͈i.,Hanja,名詞
5884,직각,jikgak,直角,right angle,zhíjiǎo,ʨik̚.k͈ak̚.,Hanja,名詞
5885,직접,jikjeop,直接,Directly,zhíjiē,ʨik̚.ʨ͈ʌp̚.,Hanja,副詞
5886,직접적,jikjeopjeok,直接的,"Directly, immediately",zhíjiēde·,ʨik̚.ʨ͈ʌp̚.ʨ͈ʌk̚.,Hanja,名詞
5887,지금,jigeum,只今,Now,zhǐjīn,ʨi.ɡɯm.,Hanja,副詞
5888,직경,jikgyeong,直徑,diameter,zhíjìng,ʨik̚.k͈jʌŋ.,Hanja,名詞
5889,지각,jigak,知覺,"perception,consciousness",zhījué,ʨi.ɡak̚.,Hanja,名詞
5890,치료,chiryo,治療,"Medical treatment, medical care",zhìliáo,ʨʰi.ɾjo.,Hanja,名詞
5891,치료법,chiryobeop,治療法,A curative means,zhìliáofǎ,ʨʰi.ɾjo.bʌp̚.,Hanja,名詞
5892,지령,jiryeong,指令,instructions,zhǐlìng,ʨi.ɾjʌŋ.,Hanja,名詞
5893,직류,jikryu,直流,DC,zhíliú,ʨiŋ.nju.,Hanja,名詞
5894,지류,jiryu,支流,tributary,zhīliú,ʨi.ɾju.,Hanja,名詞
5895,지맥,jimaek,支脈,branch,zhīmài,ʨi.mɛk̚.,Hanja,名詞
5896,직면,jikmyeon,直面,Face to face,zhímiàn,ʨiŋ.mjʌn.,Hanja,名詞
5897,식민지,sikminji,植民地,plantation land,zhímínde·,ɕʰiŋ.min.ʥi.,Hanja,名詞
5898,지명,jimyeong,指名,name,zhǐmíng,ʨi.mjʌŋ.,Hanja,名詞
5899,치명적,chimyeongjeok,致命的,fatal,zhìmìngde·,ʨʰi.mjʌŋ.ʥʌk̚.,Hanja,名詞
5900,지능,jineung,智能,"intelligence,intellect, raw intelligence",zhìnéng,ʨi.nɯŋ.,Hanja,名詞
5901,지능,jineung,知能,"intelligence,intellect, raw intelligence",zhīnéng,ʨi.nɯŋ.,Hanja,名詞
5902,지배,jibae,支配,Dominate,zhīpèi,ʨi.bɛ.,Hanja,名詞
5903,지배적,jibaejeok,支配的,dominant,zhīpèide·,ʨi.bɛ.ʥʌk̚.,Hanja,名詞
5904,지배인,jibaein,支配人,Dominate people,zhīpèirén,ʨi.bɛ.in.,Hanja,名詞
5905,지배자,jibaeja,支配者,Dominator,zhīpèizhě,ʨi.bɛ.ʥa.,Hanja,名詞
5906,제품,jepum,製品,Manufactured goods,zhìpǐn,ʨe.pʰum.,Hanja,名詞
5907,직전,jikjeon,直前,Just immediately before,zhíqián,ʨik̚.ʨ͈ʌn.,Hanja,名詞
5908,직권,jikgwon,職權,authority,zhíquán,ʨik̚.k͈u̯ʌn.,Hanja,名詞
5909,지영,jiyeong,志榮,Zhirong,zhìróng,ʨi.jʌŋ.,Hanja,名詞
5910,집사,jipsa,執事,deacon,zhíshì,ʨip.s͈a.,Hanja,名詞
5911,치세,chise,治世,Rule the world,zhìshì,ʨʰi.sʰe.,Hanja,名詞
5912,지시,jisi,指示,"Directions, orders",zhǐshì,ʨi.ɕʰi.,Hanja,名詞
5913,지식,jisik,知識,"Knowledge, information",zhīshì,ʨi.ɕʰik̚.,Hanja,名詞
5914,지식인,jisikin,知識人,An intellectual,zhīshìrén,ʨi.ɕʰiɡ.in.,Hanja,名詞
5915,지수,jisu,指數,index,zhǐshù,ʨi.sʰu.,Hanja,名詞
5916,지서,jiseo,支署,branch office,zhīshǔ,ʨi.sʰʌ.,Hanja,名詞
5917,치수,chisu,治水,water control,zhìshuǐ,ʨʰi.sʰu.,Hanja,名詞
5918,치사적,chisajeok,致死的,fatal,zhìsǐde·,ʨʰi.sʰa.ʥʌk̚.,Hanja,名詞
5919,제도,jedo,製圖,Cartography,zhìtú,ʨe.do.,Hanja,名詞
5920,치외법권,chioebeopgwon,治外法權,Extraterritoriality,zhìwàifǎquán,ʨʰi.u̯e.bʌp̚.k͈u̯ʌn.,Hanja,名詞
5921,질문,jilmun,質問,"A question, a query",zhíwèn,ʨil.mun.,Hanja,名詞
5922,지문,jimun,指紋,fingerprint,zhǐwén,ʨi.mun.,Hanja,名詞
5923,질문자,jilmunja,質問者,heckler,zhíwènzhě,ʨil.mun.ʥa.,Hanja,名詞
5924,식물,sikmul,植物,"food,provisions",zhíwù,ɕʰiŋ.mul.,Hanja,名詞
5925,직무,jikmu,職務,Position,zhíwù,ʨiŋ.mu.,Hanja,名詞
5926,직물,jikmul,織物,fabric,zhīwù,ʨiŋ.mul.,Hanja,名詞
5927,식물학,sikmulhak,植物學,Botany,zhíwùxué,ɕʰiŋ.muɾ.ɦak̚.,Hanja,名詞
5928,질식,jilsik,窒息,suffocate,zhìxí,ʨil.ɕʰik̚.,Hanja,名詞
5929,지갑,jigap,紙匣,"A purse,wallet",zhǐxiá,ʨi.ɡap̚.,Hanja,名詞
5930,직선,jikseon,直線,A straight line,zhíxiàn,ʨik̚.s͈ʌn.,Hanja,名詞
5931,제한,jehan,制限,"limits,bounds",zhìxiàn,ʨe.ɦan.,Hanja,名詞
5932,지상,jisang,志祥,Zhixiang,zhìxiáng,ʨi.sʰaŋ.,Hanja,名詞
5933,집행,jiphaeng,執行,execute,zhíxíng,ʨi.pʰɛŋ.,Hanja,名詞
5934,지성,jiseong,知性,Intellectual,zhīxìng,ʨi.sʰʌŋ.,Hanja,名詞
5935,질서,jilseo,秩序,"Order, system",zhìxù,ʨil.s͈ʌ.,Hanja,名詞
5936,직언,jikeon,直言,speak frankly,zhíyán,ʨiɡ.ʌn.,Hanja,名詞
5937,직업,jikeop,職業,"An occupation, calling",zhíyè,ʨiɡ.ʌp̚.,Hanja,名詞
5938,직업적,jikeopjeok,職業的,professional,zhíyède·,ʨiɡ.ʌp̚.ʨ͈ʌk̚.,Hanja,名詞
