編號,韓文,羅馬拼音,中文,英文,Level (TOPIK等級),Part of Speech (詞性)
4181,구청,gucheong,區廳、區公所,A ward or district office,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4182,국내외,gungnaeoe,國內外,The inside and outside of a country or home and abroad,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4183,금지되다,geumjidoeda,被禁止（被動）,To be forbidden or prohibited,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4184,기도하다,gidohada,祈禱、禱告,To pray,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4185,기성,giseong,既成、現存的,To be already existing or established,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4186,깨뜨리다,kkaetteurida,打碎、砸碎,To break or crush,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4187,꼼짝,kkomjjak,動彈（加否定表紋風不動）,Cannot move,C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
4188,남학생,namhaksaeng,男學生,Male student,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4189,농사일,nongsail,農活、農務,Farming,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4190,농장,nongjang,農場,"A farm, plantation",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4191,데이트,deiteu,約會,Date,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4192,마음가짐,maeumgajim,心態、心境,Mental attitude,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4193,머리칼,meorikal,頭髮、髮絲,Hair,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4194,모,mo,某、某某,"A certain person, mr. Jones",C,冠形詞 (Determiner / 관형사)，如 한（一個）、어떤（某種）。
4195,바퀴,bakwi,蟑螂,Cockroach,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4196,번개,beongae,閃電,Lightning,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4197,변화되다,byeonhwadoeda,被改變、發生變化（被動）,To be changed,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4198,부러워하다,bureowohada,羨慕,"envy,be envious of",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4199,부재,bujae,不在、缺席 / 不存在,Absence,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4200,사망,samang,死亡,Death,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4201,생,saeng,生的、未煮熟的 / 生命,"1) raw,uncooked 2)living",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4202,서늘하다,seoneulhada,涼爽、涼颼颼,"Be cool,refreshing",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4203,성경,seonggyeong,聖經,The Bible,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4204,소요되다,soyodoeda,需要、耗費（時間/費用）（被動）,Be needed,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4205,소화하다,sohwahada,消化、領會,To digest,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4206,순간적,sunganjeok,瞬間的、剎那的,"instanteous,momentary",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4207,시집가다,sijipgada,出嫁、嫁人,To take a husband,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4208,시청,sicheong,市政府、市廳,City hall,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4209,싶어지다,sipeojida,漸漸想、變得想,To come to want,C,補助用言 (Auxiliary / 補助用言 (Auxiliary / 보조용언)，如 ～버리다、～싶다。조용언)，如 ～버리다、～싶다。
4210,씌우다,ssuiuda,給...戴上（帽子/眼鏡）,Put a hat on somebody,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4211,야간,yagan,夜間、夜晚,The night time,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4212,엇갈리다,eotgalrida,錯開、交錯、不一致,"Cross, miss eachother",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4213,엷다,yeolda,薄、淡、淺,"Be thin, light",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4214,오락,orak,娛樂、消遣,Entertainment,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4215,오른손,oreunson,右手,The right hand,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4216,우아하다,uahada,優雅、高雅,"To be elegant,refined",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4217,이것저것,igeotjeogeot,這個那個、形形色色,"This and that, one thing and another",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4218,이슬,iseul,露水、露珠,"Dew, dewdrops",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4219,인간관계,ingangwangye,人際關係,Human relations,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4220,장기간,janggigan,長期、長時間,For a long period,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4221,저자,jeoja,作者、著者,"A writer,author",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4222,전선,jeonseon,前線、戰線 / 電線,The battle line,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4223,정지,jeongji,停止、停頓,"stop,an interruption",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4224,제의하다,jeuihada,提議、建議,Make a suggestion,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4225,조명,jomyeong,照明、燈光,"lighting,illumination",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4226,조화되다,johwadoeda,協調、融洽（被動）,"harmony,agreement",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4227,줄거리,julgeori,梗概、情節 / 枝梗,"A stalk, a stem",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4228,중단,jungdan,中斷、暫停,"interruption,suspension",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4229,차선,chaseon,車道、行車線 / 次選,A traffic lane,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4230,착각하다,chakgakhada,產生錯覺、誤解,"To misunderstand, to deceive oneself, to be having illucinations",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4231,초상화,chosanghwa,肖像畫、畫像,"A portrait, a picture",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4232,출장,chuljang,出差,A business trip,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4233,쿠데타,kudeta,政變,Coup d’etat (overthrow of the government),C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4234,퇴근,toegeun,下班,"Leaving one’s office, coming home from work",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4235,특수성,teuksuseong,特殊性,"Particularity, distinctiveness",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4236,항공기,hanggonggi,航空器、飛機,An aircraft,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4237,활발히,hwalbalhi,活躍地、積極地,"briskly,actively",C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
4238,회화,hoehwa,會話、對話,"Conversations, talk",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4239,흥미롭다,heungmiropda,有趣、引人入勝,To be interesting,C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4240,가져다주다,gajyeodajuda,送去、帶給,Take something to someone,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4241,각오,gago,覺悟、思想準備,Readiness or preparation,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4242,개방되다,gaebangdoeda,開放、對外開放（被動）,To be opened,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4243,겨자,gyeoja,芥末,Mustard,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4244,경고하다,gyeonggohada,警告、告誡,To warn,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4245,경제학,gyeongjehak,經濟學,Economics,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4246,골프,golpeu,高爾夫球,Golf,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4247,관심사,gwansimsa,關注點、關心事項,A matter of concern and interest,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4248,구별되다,gubyeoldoeda,被區別、區分開（被動）,To be separated andistinguished,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4249,국사,guksa,國史（本國歷史） / 國事,The history of a country,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4250,굳히다,guthida,使堅固、下定、鞏固,Harden or make hard,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4251,귀국,gwiguk,回國、歸國,Returning to one’s home country,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4252,그간,geugan,這段期間、其間,The while or during tha time,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4253,그럴듯하다,geureoldeuthada,像模像樣、合情合理,Be plausible or specious or likely,C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4254,극작가,geukjakga,劇作家,A dramatist,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4255,기,gi,旗幟、旗,A flag or a banner,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4256,기울다,giulda,傾斜、偏向、傾注,To tilt or lean,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4257,기적,gijeok,奇蹟、奇事,A miracle,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4258,끌리다,kkeulrida,被吸引、被拖拽（被動）,To be drawn or pulled or dragged,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4259,내보내다,naebonaeda,送出、放行、播出,"Let out, let go out",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4260,담,dam,圍牆、牆垣,"A wall, fence",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4261,따스하다,ttaseuhada,溫暖、溫馨,Feel warm,C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4262,말투,maltu,語氣、說話腔調,One’s way of talking,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4263,명령어,myeongryeongeo,指令、指示語,Directive,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4264,목욕탕,mogyoktang,澡堂、浴室,A bathhouse,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4265,미끄러지다,mikkeureojida,滑倒、打滑、滑行,Slippery,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4266,바닷물,badanmul,海水,Sea water,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4267,변신,byeonsin,變身、轉變形象,"Disguise, transformation",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4268,부친,buchin,父親、家父,A father,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4269,붙잡히다,butjaphida,被抓住、被逮住（被動）,Be caught,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4270,브랜드,beuraendeu,品牌,Brand,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4271,빨다,ppalda,洗（衣服）、洗滌,Wash the laundry,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4272,사무,samu,事務、辦公,Office work,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4273,사소하다,sasohada,細小、微不足道,"Be trifling,insignificant",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4274,상,sang,桌子、茶几,"A table,small desk",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4275,상쾌하다,sangkwaehada,爽快、清新,"Be refreshing,exhilirating",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4276,성,seong,姓氏、姓,"A family name,surname",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4277,손길,songil,援助之手、撫摸之手,An outstretched hand,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4278,순위,sunwi,順位、名次、排名,"order,ranking",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4279,식사하다,siksahada,進餐、用餐,To eat a meal,A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4280,쌍,ssang,雙、對、對偶,"A pair,couple",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4281,썰렁하다,sseolreonghada,寒意襲人、冷清,"chilly,feel cold",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4282,암시,amsi,暗示、預兆,"A hint, suggestion",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4283,앞날,amnal,前途、未來的日子,"The futre, the days ahead",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4284,역사상,yeoksasang,歷史上,In history,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4285,연주,yeonju,演奏,A musical performance,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4286,우울하다,uulhada,憂鬱、鬱悶,"To be melancholy, gloomy",B,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4287,우체국,ucheguk,郵局,A post office,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4288,울리다,ulrida,使哭泣、惹哭,To make (a baby) cry,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4289,육상,yuksang,陸上、田徑,"On land, on the ground",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4290,음주,eumju,飲酒、喝酒,Drinking (alcohol),C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4291,이별,ibyeol,離別、告別,"Parting, separation; divorce",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4292,인재,injae,人才、棟樑,A man of ability,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4293,인종,injong,人種、種族,A human race,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4294,일시적,ilsijeok,一時的、暫時的,Of a day,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4295,재밌다,jaemitda,有趣、好玩,"interesting,fun",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4296,전문적,jeonmunjeok,專門的、專業的,Of a specialist nature,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4297,젊음,jeolmeum,青春、年輕,Youth,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4298,점잖다,jeomjanta,斯文、莊重、儒雅,"To be dignified,well-bred",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4299,조개,jogae,貝類、蛤蜊,"shellfish,clam",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4300,주무시다,jumusida,睡覺（敬語）,To sleep (respectful word),B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4301,중계방송,junggyebangsong,實況轉播、現場直播,"A relay, a hookup",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4302,중독,jungdok,中毒、上癮,Poison,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4303,지급,jigeup,支給、發放、支付,"supply,pay",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4304,진실하다,jinsilhada,真實、真誠,"Be true, truthful",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4305,차창,chachang,車窗,car/train window,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4306,초청하다,chocheonghada,邀請,To invite,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4307,출발점,chulbaljeom,出發點、起點,The starting point of a trip,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4308,출판,chulpan,出版,"Publication, publishing",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4309,출현하다,chulhyeonhada,出現、露面,"Appearance, turning out",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4310,클럽,keulreop,俱樂部、夜店,Club,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4311,키스,kiseu,接吻、親吻,Kiss,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4312,탈출하다,talchulhada,逃脫、逃離,"To escape, get away from",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4313,판사,pansa,法官,A judge,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4314,허락,heorak,許可、答應、批准,"Consent, assent, approval",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4315,확신,hwaksin,確信、堅定信念,"Conviction, firm belief",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4316,흐리다,heurida,陰沉（天氣）,Cloudy (weather),B,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4317,걱정스럽다,geokjeongseureopda,令人擔憂、掛念,Anxious or uneasy,B,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4318,건설되다,geonseoldoeda,被建設、興建（被動）,To become constructed,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4319,고개,gogae,山嶺、山坡頂,the peak or crest (of a hill),C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4320,고프다,gopeuda,肚子餓、飢餓,Hungry or famished,A,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4321,그제야,geujeya,這才、直到那時才,For the first time or not … until,C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
4322,금연,geumyeon,禁菸、戒菸,Prohibition of smoking,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4323,기성세대,giseongsedae,既成世代、老一代,Old people,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4324,기술하다,gisulhada,記述、描寫、記述,To describe or give an account of,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4325,까치,kkachi,喜鵲,Magpie,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4326,꿈속,kkumsok,夢中,In a dream,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4327,나비,nabi,蝴蝶,Butterfly,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4328,남북,nambuk,南北,North and south,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4329,납득하다,napdeukhada,領會、理解、信服,"To convince, persuade oneself",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4330,단,dan,段位、階級,A grade or class,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4331,대사관,daesagwan,大使館,Embassy,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4332,독창적,dokchangjeok,獨創的、原創的,Original,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4333,만점,manjeom,滿分,Perfect score,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4334,매달,maedal,每個月、每月,Every month,C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
4335,모여들다,moyeodeulda,聚集、蜂擁而至,"gather,flock",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4336,묵다,mukda,陳舊、久放,Get old,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4337,바깥쪽,bakkatjjok,外側、外面,The outside,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4338,배고프다,baegopeuda,肚子餓,To be hungry,A,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4339,버섯,beoseot,蘑菇、蕈類,Mushroom,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4340,보수,bosu,保守、守舊,Conservation,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4341,보안,boan,保安、安全保衛,Preservation of the public peace,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4342,뵈다,boeda,拜見、見面（敬語）,See (polite),B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4343,부,bu,副、副級,"assistant,deputy",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4344,비웃다,biutda,嘲笑、譏笑,"Laugh at, ridicule",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4345,비키다,bikida,讓開、躲開,Move aside,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4346,사나이,sanai,男子漢、男子,"A man, a male",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4347,사모님,samonim,師母、夫人、太太,Older more respected ajuma,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4348,삼,sam,三（漢字詞）,Three,A,數詞 (Numeral / 수사)，如 하나（一）。：數詞 (Numeral / 수사)，如 하나（一）。
4349,상징적,sangjingjeok,象徵性的,"symbolic,emblematic",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4350,색다르다,saekdareuda,與眾不同、別緻,"Be different,novel",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4351,세미나,semina,研討會、專題討論會,Seminar,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4352,세제,seje,洗潔劑、洗衣精,"detergent,cleaning material",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4353,속삭이다,soksagida,低語、耳語、竊竊私語,Whisper,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4354,시일,siil,時日、日子,"time,days",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4355,시합,sihap,比賽、競賽,"A contest,match",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4356,신속하다,sinsokhada,迅速、敏捷,"Be quick,rapid,speedy",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4357,신제품,sinjepum,新產品、新品,A new product,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4358,신중하다,sinjunghada,慎重、謹慎,"To be prudent,cautious",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4359,썩,sseok,相當、非常、十分,"Very much,greatly",C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
4360,암컷,amkeot,雌性、母的,"A female,a she (opp. 수컷)",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4361,여행하다,yeohaenghada,旅行、旅遊,To travel,A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4362,예고하다,yegohada,預告、事先通知,"Warn, give advance notice",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4363,위반하다,wibanhada,違反、違背,To violate (the law),C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4364,윗몸,winmom,上半身,The upper body,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4365,은은하다,euneunhada,隱隱約約、淡淡的,"To be distant,faint,indistinct",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4366,이해관계,ihaegwangye,利害關係,Mutual understanding,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4367,익히다,ikhida,煮熟、弄熟,"cook,boil",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4368,일대,ildae,一帶、整個區域,One great/large,C,冠形詞 (Determiner / 관형사)，如 한（一個）、어떤（某種）。
4369,입력,ipryeok,輸入、力道輸入,Power input,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4370,자연현상,jayeonhyeonsang,自然現象,Natural phenomena,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4371,정류장,jeongryujang,站牌、車站（公車）,"stop,a station,bus-stop",A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4372,정신없이,jeongsineopsi,精神恍惚地、忙得不可開交,Feel distracted and scatter-brained,C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
4373,정직하다,jeongjikhada,正直、誠實,"honesty,uprightness",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4374,조정하다,jojeonghada,調節、協調、調整,"To regulate,adjust,coordinate",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4375,주름,jureum,皺紋、褶皺,Wrinkles,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4376,중요,jungyo,重要、重要性,"importance,consequence",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4377,챔피언,chaempieon,冠軍、優勝者,Champion,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4378,최신,choesin,最新,"Newest, the latest",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4379,축하,chukha,祝賀、慶祝,"Congratulation, celebration",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4380,취소,chwiso,取消、作廢,"Cancellation, anulment",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4381,캐릭터,kaerikteo,角色、人物形象,Character,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4382,커튼,keoteun,窗簾,Curtain,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4383,팬,paen,粉絲、歌迷,"A fan, an enthusiast",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4384,해롭다,haeropda,有害、不利,"To be harmful, injurious",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4385,현관문,hyeongwanmun,玄關門、大門,The front door,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4386,활발해지다,hwalbalhaejida,變得活潑、活躍,To become lively,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4387,회복되다,hoebokdoeda,恢復、痊癒（被動）,To be recovered,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4388,희생하다,huisaenghada,犧牲,To sacrifice,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4389,가능해지다,ganeunghaejida,變為可能,To become possible,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4390,겨울철,gyeoulcheol,冬季、冬令時節,The winter season,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4391,고추장,gochujang,辣椒醬、苦椒醬,Red pepper paste,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4392,골프장,golpeujang,高爾夫球場,Golf course,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4393,공연히,gongyeonhi,白白地、徒然、平白無故,Futile or vain or useless,C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
4394,과정,gwajeong,課程、過程,A course or curriculum,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4395,국수,guksu,麵條、麵食,Noodles,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4396,국제적,gukjejeok,國際性的,International,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4397,그루,geuru,棵、株（樹木量詞）,1) a root 2) stubble,C,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
4398,그전,geujeon,之前、從前,Former days or the past,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4399,금고,geumgo,保險箱、金庫,A safe or strongbox,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4400,꾸중,kkujung,斥責、訓斥,"Scolding, a rebuke",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4401,끌어당기다,kkeureodanggida,拉近、拽過來,To draw near,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4402,끼,kki,一餐、一頓飯,A meal or a repast,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4403,능동적,neungdongjeok,主動的、積極的,"Activity ; voluntary, of its own nature (opp. 수동적)",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4404,달빛,dalbit,月光,Moonlight,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4405,당분간,dangbungan,暫時、短時間內,For the present,C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
4406,도움말,doummal,幫助指南、提示語,Helping words,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4407,뒷산,dwitsan,後山,The back side of a mountain,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4408,만족하다,manjokhada,滿意、滿足,To be content,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4409,맵다,maepda,辛辣、辣,Spicy,A,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4410,메다,meda,扛、背、擔在肩上,Put on one’s shoulder,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4411,몰려오다,molryeooda,蜂擁而來、湧來,Come in crowds,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
